iso_code,location,date,new_cases
USA,United States,6/20/21,3892
USA,United States,6/21/21,12334
USA,United States,6/22/21,10940
USA,United States,6/23/21,12436
USA,United States,6/24/21,12830
USA,United States,6/25/21,23715
USA,United States,6/26/21,7303
USA,United States,6/27/21,3920
USA,United States,6/28/21,15083
USA,United States,6/29/21,11350
USA,United States,6/30/21,13118
USA,United States,7/1/21,14463
USA,United States,7/2/21,29892
USA,United States,7/3/21,4739
USA,United States,7/4/21,3697
USA,United States,7/5/21,5528
USA,United States,7/6/21,24224
USA,United States,7/7/21,22931
USA,United States,7/8/21,20061
USA,United States,7/9/21,48241
USA,United States,7/10/21,9038
USA,United States,7/11/21,6164
USA,United States,7/12/21,35013
USA,United States,7/13/21,26424
